State,FIPS,County,Veteran Population,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients
CO,8003,ALAMOSA,1160.97,5088987.04,3016787.63,0,322849.62,0,0,22351.58,1726998.21,367.16
CO,8005,ARAPAHOE,47225.67,141160446.2,76647316.01,0,9855385.81,0,0,3103102.79,51554641.55,6714.9
CO,8007,ARCHULETA,1437.79,4802634.44,2566648.51,0,102248.31,0,0,60489.72,2073247.91,406.18
CO,8009,BACA,371.38,1108139.53,481646.95,0,5077.03,0,0,1536.3,619879.25,110.05
CO,8011,BENT,490.91,4976741.41,2551235.69,0,86066.86,0,0,34975.43,2304463.44,261.11
CO,8013,BOULDER,18810.2,35838169.08,20331578.28,0,3488286.64,0,0,1890247.36,10128056.79,1534.66
CO,8014,BROOMFIELD,2829.47,8318531.86,4403573.39,0,898478.89,0,0,487907.92,2528571.67,404.17
CO,8015,CHAFFEE,2155.57,5173887.72,3135902.82,0,99354.38,0,0,178643.25,1759987.26,384.17
CO,8017,CHEYENNE,139.02,454232.76,230056.62,0,0,0,0,1774.68,222401.46,37.02
CO,8019,CLEAR CREEK,1029.54,1986271.56,1115808.61,0,50264.28,0,0,37270.69,782927.97,116.05
CO,8021,CONEJOS,638.3,2891494.27,1915234.98,0,54457.57,0,0,3558.04,918243.67,238.1
CO,8023,COSTILLA,323.54,2345313.49,1464189.95,0,21627.22,0,0,4482.68,855013.65,188.08
CO,8025,CROWLEY,621.47,2336469.98,1354368.09,0,54832.24,0,0,839.99,926429.66,130.06
CO,8027,CUSTER,602.82,2097392.79,1428606.4,0,45211.2,0,0,7752.24,615822.95,149.06
CO,8029,DELTA,3697.32,15756447.63,6818469.97,0,161864.1,0,0,147271.51,8628842.04,1121.48
CO,8031,DENVER,34801.74,204237173.1,70961029.01,7884659.74,6841674.08,0,23873315.25,3661274.3,91015220.73,7730.34
CO,8033,DOLORES,188.09,669077.99,359651.87,0,22062.31,0,0,10224.66,277139.14,51.02
CO,8035,DOUGLAS,20298.9,38481082.38,22607749.37,0,3393416.3,0,0,1367482.38,11112434.33,1829.79
CO,8037,EAGLE,2450.44,2434561.28,1334292.18,0,115892.37,0,0,150715.85,833660.88,165.07
CO,8039,ELBERT,3057.13,5063091.57,3494960.43,0,284731.24,0,0,46359.72,1237040.19,234.1
CO,8041,EL PASO,77780.3,355946443.2,254373520.5,0,31608684.19,0,0,6321241.56,63642996.96,13544.85
CO,8043,FREMONT,7359.8,22299548.27,14406126.12,0,608446.28,0,0,311174.58,6973801.29,1314.57
CO,8045,GARFIELD,3835.56,8947487.16,3928908.61,0,226595.54,0,0,219121.88,4572861.13,715.31
CO,8047,GILPIN,584.06,1045568.88,580202.37,0,43538.27,0,0,9394.18,412434.07,67.03
CO,8049,GRAND,1357.3,2154901.39,1208745.22,0,40431.49,0,0,110879.37,794845.31,152.07
CO,8051,GUNNISON,1268.05,2627917.56,1404850.27,0,236163.56,0,0,95241.36,891662.37,194.08
CO,8053,HINSDALE,82.43,273521.89,180113.81,0,0,0,0,11570.27,81837.81,15.01
CO,8055,HUERFANO,1051.9,5864736.01,4039717.32,0,36509.7,0,0,9895.06,1778613.92,348.15
CO,8057,JACKSON,174.02,463041.27,222342.94,0,0,0,0,5111.63,235586.7,39.02
CO,8059,JEFFERSON,48827.29,144976986.9,56544687.16,17562.71,14611263.63,0,30960988.25,4718344.18,38124141,5514.38
CO,8061,KIOWA,137.73,352506.47,227811.12,0,108.94,0,0,280.04,124306.37,28.01
CO,8063,KIT CARSON,646.53,1681633.04,689954.58,0,50009.84,0,0,2534.36,939134.26,218.09
CO,8065,LAKE,524.14,1068043.88,544557.5,0,41403.59,0,0,12780.84,469301.95,66.03
CO,8067,LA PLATA,4435.07,11811487.44,6053464.46,0,481986.83,0,0,488520.77,4787515.38,991.43
CO,8069,LARIMER,22986.66,69216899.6,34824860.78,0,5435350.32,0,0,2329286.82,26627401.68,3709.6
CO,8071,LAS ANIMAS,1586.13,7723490.84,4761206.36,0,177433.75,0,0,55897.43,2728953.29,542.23
CO,8073,LINCOLN,644.03,1684180.03,644749.38,0,32821.57,0,0,2035.12,1004573.96,91.04
CO,8075,LOGAN,1968.76,3960498.17,2010279.66,0,151798.63,0,0,38165.63,1760254.23,334.14
CO,8077,MESA,15190.67,85207432.33,27903716.81,0,2275514.43,0,1106457.61,1018962.27,52902781.22,5357.32
CO,8079,MINERAL,132.09,201572.34,106244.16,0,7394.94,0,0,308.23,87625.01,25.01
CO,8081,MOFFAT,1425.71,2931362.33,1246083.59,0,100900.31,0,0,30140.78,1554237.65,271.12
CO,8083,MONTEZUMA,2866.34,6947390.96,4040955.35,0,144907.97,0,0,59838.52,2701689.12,607.26
CO,8085,MONTROSE,4243.37,16398549.15,6325333.61,0,218205.61,0,0,268289.22,9586720.71,1193.52
CO,8087,MORGAN,2058.85,5551014.83,2605961.39,0,114365.13,0,0,148245.4,2682442.91,406.18
CO,8089,OTERO,2168.82,14199343.61,9797489.72,0,269394.93,0,0,65961.4,4066497.56,594.26
CO,8091,OURAY,508.66,860086.56,305675.23,0,13460.69,0,0,35959.15,504991.48,87.04
CO,8093,PARK,2463.52,5579774.12,3568247.22,0,136472.84,0,0,84258.24,1790795.81,289.12
CO,8095,PHILLIPS,360.69,621839.09,345663.87,0,8550.07,0,0,15209.03,252416.12,84.04
CO,8097,PITKIN,1079.69,1370997.75,726993.32,0,10218.33,0,0,91353.6,542432.5,137.06
CO,8099,PROWERS,753.67,3676850.3,2167523.01,0,101564.38,0,0,80963.22,1326799.69,288.12
CO,8101,PUEBLO,16981.21,85899058.57,49041232.05,0,3099414.22,0,0,710225.3,33048187,4742.05
CO,8103,RIO BLANCO,575.34,1790873.24,822849.92,0,94509.75,0,0,41840.55,831673.02,133.06
CO,8105,RIO GRANDE,1224.99,5497446.1,3180603.01,0,73381.11,0,0,31049.36,2212412.62,387.17
CO,8107,ROUTT,1771.06,2342109.49,1147115.29,0,31357.56,0,0,131815.91,1031820.73,197.09
CO,8109,SAGUACHE,575.32,1654212.48,1080781.64,0,9997.2,0,0,13272.98,550160.66,130.06
CO,8111,SAN JUAN,114.55,114582.79,76961.92,0,672.57,0,0,330.37,36617.93,16.01
CO,8113,SAN MIGUEL,629.81,720472.13,306830.32,0,3041.54,0,0,43236.35,367363.91,74.03
CO,8115,SEDGWICK,338.55,842487.54,506777.78,0,0,0,0,790.41,334919.36,86.04
CO,8117,SUMMIT,1611.44,1845250.66,1036787.91,0,102698.8,0,0,92181.97,613581.97,116.05
CO,8119,TELLER,3342,10548947.45,7177709.52,0,411006.29,0,0,308221.13,2652010.51,494.21
CO,8121,WASHINGTON,458.95,955444.65,469634.27,0,5508.05,0,0,12815.01,467487.32,94.04
CO,8123,WELD,15281.2,44711599.08,21207340.84,0,3019496.12,0,0,697569.39,19787192.73,3037.31
CO,8125,YUMA,747.56,1461228.46,865013.52,0,18118.03,0,0,8055.25,570041.66,130.06
CT,9001,FAIRFIELD,46612.32,108216982.1,36836315,0,3341546.31,0,0,6340532.93,61698587.82,8917.85
CT,9003,HARTFORD,58676.74,190625714,69851694.71,53567.48,15844832.47,0,8633659.78,6396207.67,89845751.87,12884.57
CT,9005,LITCHFIELD,15808.27,34312574.04,14818145.51,0,1086630.66,0,0,1190980.49,17216817.39,3250.4
CT,9007,MIDDLESEX,13743.63,35992943.72,14725740.22,0,1144560.16,0,0,1311870.57,18810772.76,2506.08
CT,9009,NEW HAVEN,54662.98,284347881.1,73748842.44,2674728.43,15084160.87,0,7117891.95,6191467.58,179530789.8,14724.36
CT,9011,NEW LONDON,26825.01,76077154.56,36976785.44,0,12678368.91,0,0,2244721.71,24177278.51,4713.04
CT,9013,TOLLAND,11577.38,22580736.59,10859086.57,0,1724927.77,0,0,818308.09,9178414.15,1786.77
CT,9015,WINDHAM,9789.61,29640685.68,13011697.51,0,5886891.39,0,0,617467.74,10124629.04,1727.75
DE,10001,KENT,18145.64,64946006.81,41139080.69,0,3606288.92,0,0,1098213.48,19102423.72,3012.3
DE,10003,NEW CASTLE,40029.91,143318603.4,54968162.75,3335797.1,4448711.17,0,5215460.7,2825664.83,72524806.83,7016.03
DE,10005,SUSSEX,20990.81,47064394.64,26712992.51,0,1176790.19,0,0,1211995.8,17962616.14,3497.51
DC,11001,DISTRICT OF COLUMBIA,37947.57,1595912271,62626847.54,137327482,6284785.39,0,1203892190,2920867.55,182860098.6,9198.98
FL,12001,ALACHUA,17037.63,183636872.9,42798436.19,33258500.61,7065677.67,0,12767596.45,2073884.6,85672777.38,6420.77
FL,12003,BAKER,2705.97,10899748.13,4280407.49,0,362512.01,0,0,31266.68,6225561.95,589.25
FL,12005,BAY,22834.93,100066690.3,71362990.93,0,7416528.07,0,0,1401336.65,19885834.68,4481.94
FL,12007,BRADFORD,3395.26,18549386.33,6581766.17,0,300303.05,0,0,50211.93,11617105.18,898.39
FL,12009,BREVARD,72597.2,284207313.7,180416984.8,0,12599694.26,0,0,6731192.93,84459441.71,18509
FL,12011,BROWARD,111060.28,354287754.1,169816515.8,0,15704109.05,0,0,9905146.78,158861982.5,23814.29
FL,12013,CALHOUN,1130.83,5206443.01,3167709.37,0,99061.32,0,0,70854.73,1868817.6,337.15
FL,12015,CHARLOTTE,25521.03,81659507.61,45239255.4,0,1230772.45,0,0,1777231.33,33412248.43,6107.64
FL,12017,CITRUS,22110.68,92209860.13,44720798.1,0,1422667.01,0,0,1774031.63,44292363.4,7494.24
FL,12019,CLAY,27565.77,105271613.6,65637825.02,0,7484112.76,0,0,2317929.61,29831746.21,4585.98
FL,12021,COLLIER,34197.52,61572982.68,33783502.69,0,1569457.86,0,0,3281900.36,22938121.77,5894.55
FL,12023,COLUMBIA,7835.34,79487247.54,24765361.12,0,1020902.39,0,0,484006.58,53216977.44,3541.53
FL,12027,DE SOTO,3019,10332784.45,4908570.62,0,171067.69,0,0,120031.3,5133114.84,696.3
FL,12029,DIXIE,1954.52,17025214.73,5977460.77,0,187422.8,0,0,31123.72,10829207.44,950.41
FL,12031,DUVAL,92297.32,328948180.4,189251463.3,0,36876710.73,0,0,6780503.98,96039502.39,16538.15
FL,12033,ESCAMBIA,46396.26,200344299.4,126981623.6,3624377.33,16545220.24,0,938875.39,3746644.84,48507557.97,9159.96
FL,12035,FLAGLER,10873.85,37237623.41,21600108.09,0,2192798.6,0,0,971439.68,12473277.03,2915.26
FL,12037,FRANKLIN,1386.59,4172037.8,2216789.02,0,36366.1,0,0,93409.59,1825473.09,366.16
FL,12039,GADSDEN,3802.01,17968675.91,8895660.95,0,571330.49,0,0,268652.71,8233031.76,1210.52
FL,12041,GILCHRIST,1636.75,13677953.37,4852192.53,0,191264.98,0,0,66404.31,8568091.55,677.29
FL,12043,GLADES,1183.63,4112917.25,1982035.74,0,36460.8,0,0,25620.49,2068800.22,309.13
FL,12045,GULF,1710.96,5323925.72,3654830.2,0,127550.2,0,0,89722.58,1451822.74,388.17
FL,12047,HAMILTON,1238.14,9161270.79,3283566.4,0,161914.62,0,0,59090.72,5656699.05,457.2
FL,12049,HARDEE,1785.64,5595100.72,2549084.82,0,115230.86,0,0,20163.66,2910621.38,385.17
FL,12051,HENDRY,2439.3,7019550.34,3495600.8,0,98681.02,0,0,78050.35,3347218.17,541.23
FL,12053,HERNANDO,23377.25,118784589.9,67286981.94,0,2407357.45,0,0,1784636.54,47305613.95,7565.27
FL,12055,HIGHLANDS,12708.96,49920563.09,24760705.78,0,1097353.11,0,0,747958.46,23314545.74,3751.62
FL,12057,HILLSBOROUGH,96877.73,675334789.7,243995567.2,75587252.33,23734388.89,0,11290991.86,7900232.67,312826356.7,26376.4
FL,12059,HOLMES,2293.52,11249168.95,8360849.04,0,273434.05,0,0,155223.39,2459662.46,560.24
FL,12061,INDIAN RIVER,16838.97,48578389.42,26921573.35,0,1130860.94,0,0,2213871.1,18312084.03,4376.89
FL,12063,JACKSON,5292.08,23291376.16,13874035.31,0,704445.97,0,0,133422.15,8579472.73,1409.61
FL,12065,JEFFERSON,1549.09,6310222.08,3365743.5,0,362111.97,0,0,235378.09,2346988.52,436.19
FL,12067,LAFAYETTE,689.59,3937983,1209934.38,0,41767.33,0,0,7730.16,2678551.13,192.08
FL,12069,LAKE,37650.44,118505355.4,66590157.82,0,3354484.45,0,0,2807517.66,45753195.45,10102.37
FL,12071,LEE,63329.62,175927828.2,92205403.92,0,5544601.39,0,0,4753698.37,73424124.5,15658.77
FL,12073,LEON,18474.74,67189165.02,33765538.6,0,7909047.67,0,0,1453286.52,24061292.23,4386.9
FL,12075,LEVY,4598.13,38140291.82,13745372.4,0,586067.86,0,0,192693.37,23616158.19,2135.92
FL,12077,LIBERTY,603.75,2182845.84,1463262.89,0,21895.76,0,0,34688.68,662998.52,162.07
FL,12079,MADISON,1976.09,9503252.62,3966725.6,0,130612.65,0,0,103695.8,5302218.58,561.24
FL,12081,MANATEE,36017.98,105143619.3,56339614.02,0,2945025.95,0,0,2798546.48,43060432.87,8685.75
FL,12083,MARION,41770.2,194016200.8,87452231.74,0,3967591.81,0,0,3144312.67,99452064.55,14297.18
FL,12085,MARTIN,17914.07,56234118.56,25186813.9,0,872720.59,0,0,1514773.03,28659811.04,5257.27
FL,12086,MIAMI-DADE,64711.42,379383949.7,133753887.7,1372693.79,19703390.04,0,7361791.63,5906756.44,211285430,16814.27
FL,12087,MONROE,10014.02,34985847.56,15466526.85,0,1303107.34,0,0,447527.24,17768686.13,2426.05
FL,12089,NASSAU,8743.18,23574334.63,13875008.14,0,1090958.59,0,0,397456.94,8210910.96,1386.6
FL,12091,OKALOOSA,34816.81,138531932.2,107433215.6,0,10100958.96,0,0,2847812.87,18149944.73,4856.1
FL,12093,OKEECHOBEE,3508.58,17111253.22,7140149.65,0,137451.51,0,0,160351.11,9673300.94,1336.58
FL,12095,ORANGE,76896.34,304654236.9,167227996.6,0,22788807.12,0,0,5746690.37,108890742.9,18393.95
FL,12097,OSCEOLA,17524.6,77943362.89,45240418.11,0,4203949.11,0,0,1074946.12,27424049.55,4896.12
FL,12099,PALM BEACH,117659.84,425512774.4,158320144.2,14177049.25,8993319.38,0,6371965.02,15805714.36,221844582.1,34262.81
FL,12101,PASCO,50521.5,271249836.6,125183434.5,0,6127143.79,0,0,3172808.59,136766449.7,16922.31
FL,12103,PINELLAS,101974.03,690619048.5,235072922.9,13279968.01,18799701.46,0,100656514.7,9209833.52,313600107.9,31456.59
FL,12105,POLK,52833.45,217790663.3,107623376.4,0,6088595.3,0,0,3371809.18,100706882.3,13215.71
FL,12107,PUTNAM,7994.29,49489599.49,19564344.37,0,760828.7,0,0,528768.57,28635657.84,2930.27
FL,12109,SAINT JOHNS,18225.14,52917293.6,31503524.02,0,2575767.02,0,3164.43,1886565.63,16948272.5,3915.69
FL,12111,SAINT LUCIE,25009.92,107715331.2,52552382.65,0,3225987.88,0,0,1804512.24,50132448.37,8216.55
FL,12113,SANTA ROSA,22983.29,94969632.48,66247292.72,0,6377268.72,0,0,1783037.52,20562033.52,3965.71
FL,12115,SARASOTA,46498.21,130794882.2,72000345.83,0,2640553.77,0,0,5924826.26,50229156.32,11729.07
FL,12117,SEMINOLE,38717.38,121878842.8,71259618.68,0,7682711.61,0,0,2544155.74,40392356.79,7655.31
FL,12119,SUMTER,8666.03,57373856.89,24905476.92,5091551.12,279048.62,0,4147256.91,1004120.14,21946403.18,4868.1
FL,12121,SUWANNEE,4673.56,34060912.7,12229110.71,0,461449.55,0,0,282164.35,21088188.09,1827.79
FL,12123,TAYLOR,2426.65,10562446.69,5037917.81,0,204926.97,0,0,59994.8,5259607.11,665.29
FL,12125,UNION,1625.49,6482323.22,2519125.37,0,210698.98,0,0,22593.62,3729905.25,359.16
FL,12127,VOLUSIA,56276.37,208590493.2,123338584.5,0,10772840.48,0,0,4179000.17,70300068.14,15738.8
FL,12129,WAKULLA,2958.03,12976599.58,6117575.52,0,1974901.84,0,0,231895.83,4652226.4,767.33
FL,12131,WALTON,6515.36,27649992.63,20467990.1,0,922076.6,0,0,367936.08,5891989.84,1302.56
FL,12133,WASHINGTON,2447.18,15203234.8,9564037.32,0,2020938.02,0,0,191683,3426576.46,643.28
GA,13001,APPLING,1297.63,5653735.47,2749191.18,0,141409.23,0,0,34119.82,2729015.23,334.14
GA,13003,ATKINSON,425.45,2961519.56,1723294.59,0,73391.43,0,0,335.18,1164498.36,169.07
GA,13005,BACON,799.24,4117720.28,2026677.88,0,120389.76,0,0,28222.42,1942430.22,226.1
GA,13007,BAKER,350.73,1060427.71,688543.77,0,53468.28,0,0,1500.56,316915.11,59.03
GA,13009,BALDWIN,4310.25,16155477.73,7967368.41,0,631062.11,0,0,250710.78,7306336.43,842.36
GA,13011,BANKS,1019.45,4215673.13,2541509.19,0,124480.41,0,0,76353.86,1473329.67,238.1
GA,13013,BARROW,4834.44,13709703.64,6718336.7,0,771521.19,0,0,171508.53,6048337.21,807.35
GA,13015,BARTOW,7838.69,20618250.71,12776590.8,0,1118456.26,0,0,311506.51,6411697.14,1072.46
GA,13017,BEN HILL,1273.18,8083449.91,4086651.54,0,155034.16,0,0,96053.93,3745710.27,409.18
GA,13019,BERRIEN,1672.39,10834030.33,6072173.73,0,470097.69,0,0,355453.16,3936305.75,496.21
GA,13021,BIBB,12470.81,52886957.9,26172233.2,0,4513993.26,0,0,1156526.69,21044204.74,3502.51
GA,13023,BLECKLEY,1084.19,4539633.81,1940713.82,0,176495.81,0,0,13599.34,2408824.84,256.11
GA,13025,BRANTLEY,1652.81,6686392.1,4222400.88,0,222853.06,0,0,17193.65,2223944.51,328.14
GA,13027,BROOKS,1406.47,7973080.47,4445333.09,0,355458.02,0,0,15324.56,3156964.79,488.21
GA,13029,BRYAN,2691.72,11749105.59,7886660.39,0,1517060.85,0,0,134515.16,2210869.19,591.26
GA,13031,BULLOCH,5235.86,15998541.95,7654070.17,0,2127549.05,0,0,346346.91,5870575.82,812.35
GA,13033,BURKE,1980.07,18580187.92,11785023.66,0,757048.77,0,0,256420.04,5781695.45,618.27
GA,13035,BUTTS,2046.54,6517816.83,4090595.79,0,288428.14,0,0,73469.08,2065323.83,314.14
GA,13037,CALHOUN,362.11,1354970.29,580216.28,0,47450.35,0,0,1264.04,726039.62,138.06
GA,13039,CAMDEN,5967.7,24780194.87,15929724.02,0,2349340.24,0,0,521540.24,5979590.38,1157.5
GA,13043,CANDLER,965.77,3776871.17,1550827.23,0,111152.51,0,0,19803.18,2095088.25,193.08
GA,13045,CARROLL,7940.61,23885388.96,13573202.44,0,2271874.59,0,0,389039.13,7651272.79,1177.51
GA,13047,CATOOSA,5463.31,14395968.29,8455621.3,0,467204.28,0,0,120629.77,5352512.95,1004.43
GA,13049,CHARLTON,1042.05,4910805.75,2404150.05,0,109774.51,0,0,24815.96,2372065.24,251.11
GA,13051,CHATHAM,25755.16,135689879.6,49763592.08,0,57397817.79,0,0,2220689.61,26307780.14,5042.18
GA,13053,CHATTAHOOCHEE,890.77,3672730.56,2518014.87,0,581542.8,0,0,40280.07,532892.82,123.05
GA,13055,CHATTOOGA,2376.52,5986473.9,4113136.59,0,76804.51,0,0,40532.68,1756000.13,358.15
GA,13057,CHEROKEE,15641.88,34430297.94,21246202.09,0,2531195.8,0,0,792255.75,9860644.3,1671.72
GA,13059,CLARKE,6021.18,18420179.28,10102047.05,0,1621342.03,0,0,567168.44,6129621.77,961.42
GA,13061,CLAY,265.36,1069631.43,426725.02,0,45391.94,0,0,31095.33,566419.14,51.02
GA,13063,CLAYTON,24789.53,90620551.71,51411985.17,0,6708753.3,0,0,608717.87,31891095.37,4329.87
GA,13065,CLINCH,557,2417928.25,1289605.11,0,103760.86,0,0,5363.49,1019198.79,156.07
GA,13067,COBB,58173.24,121820500.6,67196253.82,0,11128439.22,0,17682.37,3546087.93,39932037.24,6039.61
GA,13069,COFFEE,2542.77,12922746.72,5840593.22,0,405502.44,0,0,167319.05,6509332.01,797.34
GA,13071,COLQUITT,3313.25,17285371.82,10391718.52,0,464708.69,0,0,233367.93,6195576.68,869.38
GA,13073,COLUMBIA,13338.81,83305529.15,49016555.45,0,5611267.66,0,0,1144698.14,27533007.9,3329.44
GA,13075,COOK,1353.76,7655973.97,4386066.4,0,377372.77,0,0,151173,2741361.81,455.2
GA,13077,COWETA,10531.69,25859160.21,17110707.54,0,1610690.79,0,0,430698.21,6707063.68,1284.56
GA,13079,CRAWFORD,1176.74,6058618.55,3571244.11,0,336749.62,0,0,37224.72,2113400.09,283.12
GA,13081,CRISP,1545.43,6759314.54,3618862.48,0,404014.84,0,0,212955.23,2523481.98,390.17
GA,13083,DADE,1726.86,3707062.8,2075688.15,0,177099.73,0,0,26956.79,1427318.13,275.12
GA,13085,DAWSON,1854.07,4420586.86,2474549.16,0,177027.83,0,0,68894.79,1700115.08,258.11
GA,13087,DECATUR,2067.78,6251106.81,2467267,0,270730.5,0,0,234799.96,3278309.35,584.25
GA,13089,DEKALB,45570.51,309367122.2,91424429.53,2730730.96,12452517.6,0,81462579.13,3728580,117568285,10396.49
GA,13091,DODGE,1718.19,7895221.79,3781523.58,0,336063.57,0,0,67259.96,3710374.68,429.19
GA,13093,DOOLY,866.61,3355803.03,1872366.59,0,111763.87,0,0,8667.57,1363005.01,191.08
GA,13095,DOUGHERTY,8398.58,38652340.47,23950664.43,0,2040813.26,0,0,660008.49,12000854.29,2252.97
GA,13097,DOUGLAS,11352.3,33876008.3,20112491.85,0,2646380.6,0,0,319934.18,10797201.67,1616.7
GA,13099,EARLY,740.25,2843458.81,1529951.48,0,77185.67,0,0,32720.5,1203601.15,242.1
GA,13101,ECHOLS,271.6,1918935.84,1141473.55,0,72107.17,0,0,0,705355.12,84.04
GA,13103,EFFINGHAM,5621.81,13701657.06,8118502.13,0,1564243.82,0,0,126568.64,3892342.47,751.32
GA,13105,ELBERT,1775.79,6237248.3,3211586.8,0,198644.35,0,0,110967.61,2716049.53,461.2
GA,13107,EMANUEL,1418.93,10356771.26,3732212.38,0,670532.38,0,0,94104.75,5859921.75,496.21
GA,13109,EVANS,851.39,4010655.99,1652106.37,0,99386.43,0,0,141931.97,2117231.21,201.09
GA,13111,FANNIN,2080.47,7070165.36,4199879.71,0,119129.03,0,0,77692.94,2673463.68,512.22
GA,13113,FAYETTE,13914.87,29343043.89,20819947.05,0,1372624.61,0,0,1341970.27,5808501.97,1137.49
GA,13115,FLOYD,7657.79,21879341.91,14914543.16,0,808402.74,0,0,241236.5,5915159.52,1208.52
GA,13117,FORSYTH,11028.34,18771780.29,10895966.5,0,1137665.21,0,0,377077.14,6361071.44,950.41
GA,13119,FRANKLIN,2002.61,5829249.49,3237053.31,0,131247.63,0,0,79491.65,2381456.9,381.16
GA,13121,FULTON,53805.21,200630550.9,95970382.81,443134.7,14402143.13,0,1684680.61,5319618.12,82810591.48,10011.33
GA,13123,GILMER,3398.78,8731777.3,5587359.31,0,179400.38,0,0,80590.18,2884427.43,485.21
GA,13125,GLASCOCK,159.44,736350.77,322635.64,0,17831.16,0,0,18467.99,377415.99,58.03
GA,13127,GLYNN,7847.56,23611313.89,14934772.17,0,1000266.65,0,0,713367.47,6962907.6,1383.6
GA,13129,GORDON,4045.35,9515361.09,6347457.51,0,435299.7,0,0,169857.97,2562745.91,572.25
GA,13131,GRADY,1861.59,5681182.12,2659533.96,0,286565.89,0,0,32247.39,2702834.88,605.26
GA,13133,GREENE,1523.9,4462390.48,2333078.98,0,164557.77,0,0,84532.57,1880221.16,267.12
GA,13135,GWINNETT,47606.13,117878515.8,64503057.61,0,9375401.42,0,0,2652791.49,41347265.29,6222.69
GA,13137,HABERSHAM,3518.91,10687363.12,6425793.27,0,289310.71,0,0,292665.14,3679594,689.3
GA,13139,HALL,11521.07,32011275.9,18145482.25,0,1363658.93,0,0,745341.8,11756792.92,1892.82
GA,13141,HANCOCK,690.1,3936034.77,1957310.71,0,132064.54,0,0,25452.23,1821207.29,185.08
GA,13143,HARALSON,2158.61,7442921.7,4456814.27,0,329112.54,0,0,208299.56,2448695.32,343.15
GA,13145,HARRIS,3869.01,16396977.12,11631603.87,0,722249.17,0,0,156376.58,3886747.51,577.25
GA,13147,HART,2295.5,7605915.95,4421412.76,0,169432.16,0,0,111434.3,2903636.74,471.2
GA,13149,HEARD,711.31,3537727.17,2079622.73,0,124408.22,0,0,25087.86,1308608.36,169.07
GA,13151,HENRY,17171.35,63186937.27,39794339.64,0,4873652.43,0,0,590945.84,17927999.36,2926.26
GA,13153,HOUSTON,17303.16,80991398.04,52909272.52,0,7429280.61,0,0,1182607.68,19470237.23,3506.52
GA,13155,IRWIN,686.9,3479639.37,2354569.49,0,184625.86,0,0,14644.61,925799.41,186.08
GA,13157,JACKSON,4014.03,14454877.35,8407190.56,0,705250.9,0,0,110738.11,5231697.78,820.35
GA,13159,JASPER,1107.72,4358820.45,2540354.88,0,153341.96,0,0,31928.73,1633194.88,248.11
GA,13161,JEFF DAVIS,822.42,5356418.3,2217866.31,0,103711.07,0,0,97646.71,2937194.22,309.13
GA,13163,JEFFERSON,1222.42,9333627.83,3346084.06,0,646931.18,0,0,46882.93,5293729.67,404.17
GA,13165,JENKINS,864.35,3011109.04,1259845.47,0,83967.14,0,0,12983.62,1654312.8,181.08
GA,13167,JOHNSON,642.59,4169832.3,1715864.68,0,69435.83,0,0,18165.71,2366366.08,175.08
GA,13169,JONES,1882.19,8423027.42,3799177.91,0,351270.82,0,0,34657.62,4237921.07,590.26
GA,13171,LAMAR,2018.75,6007072.82,3704843.94,0,224101.21,0,0,7460.3,2070667.37,277.12
GA,13173,LANIER,914.55,3901319.63,2212642.25,0,173492.02,0,0,21465.69,1493719.66,213.09
GA,13175,LAURENS,3923.22,61090342.22,13301889.05,0,866545.28,0,18196908.21,105565.6,28619434.09,1969.85
GA,13177,LEE,3504.79,8558093.3,5681253.95,0,643897.28,0,0,26040.31,2206901.75,579.25
GA,13179,LIBERTY,7260.51,46745168.33,29873604.2,0,6585847.68,0,0,979356.38,9306360.07,1968.85
GA,13181,LINCOLN,857.5,4550218.16,2231849.61,0,83698.66,0,0,36313.26,2198356.63,246.11
GA,13183,LONG,1331.53,8748084.65,6302856.13,0,1150394.29,0,0,222405.37,1072428.86,223.1
GA,13185,LOWNDES,13283.38,48576576.9,26873500.12,0,4185645.98,0,0,841301.1,16676129.7,2796.21
GA,13187,LUMPKIN,2092.35,7580446.37,4803014.56,0,820440.75,0,0,58172.17,1898818.89,356.15
GA,13189,MCDUFFIE,2088.59,9740226.65,5227610.47,0,315135.69,0,0,119694.99,4077785.48,527.23
GA,13191,MCINTOSH,1344.35,5118072.06,3101985.21,0,148114,0,0,133998.52,1733974.32,260.11
GA,13193,MACON,1122.79,3505019.1,1592892.09,0,151776.38,0,0,36053.33,1724297.31,235.1
GA,13195,MADISON,2628.84,8340228.58,5630142.3,0,253695.38,0,0,77240.89,2379150.02,465.2
GA,13197,MARION,967.4,3151976.99,1848738.73,0,81793.96,0,0,15224.46,1206219.84,173.07
GA,13199,MERIWETHER,1683.01,6535048.14,4413497.1,0,192980.97,0,0,207491.25,1721078.83,314.14
GA,13201,MILLER,493.31,1004593.48,397269.23,0,58564.68,0,0,12575.35,536184.21,118.05
